1, none, minecraft:plains, MONSTER, minecraft:spider, 80, 4, 4
4402, plains, byg:orchard, MONSTER, minecraft:slime, 80, 4, 4
4403, plains, byg:orchard, MONSTER, minecraft:enderman, 5, 1, 4
4404, plains, byg:orchard, MONSTER, minecraft:witch, 5, 1, 1
4405, plains, byg:orchard, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4406, plains, byg:orchard, MONSTER, quark:stoneling, 80, 1, 1
4407, plains, byg:orchard, MONSTER, quark:toretoise, 80, 2, 4
4408, plains, byg:orchard, CREATURE, minecraft:sheep, 12, 4, 4
4409, plains, byg:orchard, CREATURE, minecraft:pig, 10, 4, 4
4410, plains, byg:orchard, CREATURE, minecraft:chicken, 10, 4, 4
4411, plains, byg:orchard, CREATURE, minecraft:cow, 10, 4, 4
4412, plains, byg:orchard, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
4413, plains, byg:orchard, CREATURE, alexsmobs:raccoon, 10, 2, 4
4414, plains, byg:orchard, CREATURE, alexsmobs:crow, 10, 3, 5
4415, plains, byg:orchard, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
4416, plains, byg:orchard, CREATURE, alexsmobs:bison, 10, 6, 10
4417, plains, byg:orchard, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
4418, plains, byg:orchard, CREATURE, betteranimalsplus:squirrel, 10, 1, 3
4419, plains, byg:orchard, CREATURE, betteranimalsplus:songbird, 11, 1, 4
4420, plains, byg:orchard, CREATURE, betteranimalsplus:badger, 10, 1, 2
4421, plains, byg:orchard, CREATURE, betteranimalsplus:turkey, 11, 1, 3
4422, plains, byg:orchard, CREATURE, betteranimalsplus:goose, 15, 2, 5
4423, plains, byg:orchard, CREATURE, betteranimalsplus:brownbear, 10, 1, 1
4424, plains, byg:orchard, CREATURE, betteranimalsplus:blackbear, 10, 1, 1
4425, plains, byg:orchard, CREATURE, betteranimalsplus:deer, 16, 1, 4
4426, plains, byg:orchard, CREATURE, betteranimalsplus:feralwolf, 10, 1, 6
4427, plains, byg:orchard, CREATURE, betteranimalsplus:coyote, 10, 1, 6
4428, plains, byg:orchard, CREATURE, betteranimalsplus:boar, 10, 1, 4
4429, plains, byg:orchard, AMBIENT, minecraft:bat, 10, 8, 8
4430, plains, byg:orchard, AMBIENT, alexsmobs:fly, 10, 2, 3
4431, plains, byg:orchard, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4432, plains, byg:orchard, AMBIENT, betteranimalsplus:butterfly, 10, 1, 3
4433, plains, byg:orchard, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
4434, plains, byg:prairie, MONSTER, minecraft:spider, 80, 4, 4
4435, plains, byg:prairie, MONSTER, minecraft:zombie, 80, 4, 4
4436, plains, byg:prairie, MONSTER, minecraft:zombie_villager, 10, 1, 1
4437, plains, byg:prairie, MONSTER, minecraft:skeleton, 80, 4, 4
4438, plains, byg:prairie, MONSTER, minecraft:creeper, 80, 4, 4
4439, plains, byg:prairie, MONSTER, minecraft:slime, 80, 4, 4
4440, plains, byg:prairie, MONSTER, minecraft:enderman, 5, 1, 4
4441, plains, byg:prairie, MONSTER, minecraft:witch, 5, 1, 1
4442, plains, byg:prairie, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4443, plains, byg:prairie, MONSTER, quark:stoneling, 80, 1, 1
4444, plains, byg:prairie, MONSTER, quark:toretoise, 80, 2, 4
4445, plains, byg:prairie, CREATURE, minecraft:sheep, 12, 4, 4
4446, plains, byg:prairie, CREATURE, minecraft:pig, 10, 4, 4
4447, plains, byg:prairie, CREATURE, minecraft:chicken, 10, 4, 4
4448, plains, byg:prairie, CREATURE, minecraft:cow, 10, 4, 4
4449, plains, byg:prairie, CREATURE, minecraft:horse, 10, 2, 6
4450, plains, byg:prairie, CREATURE, minecraft:donkey, 10, 1, 3
4451, plains, byg:prairie, CREATURE, alexsmobs:raccoon, 10, 2, 4
4452, plains, byg:prairie, CREATURE, alexsmobs:crow, 10, 3, 5
4453, plains, byg:prairie, CREATURE, alexsmobs:bison, 10, 6, 10
4454, plains, byg:prairie, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
4455, plains, byg:prairie, CREATURE, betteranimalsplus:songbird, 11, 1, 4
4456, plains, byg:prairie, CREATURE, betteranimalsplus:badger, 10, 1, 2
4457, plains, byg:prairie, CREATURE, betteranimalsplus:coyote, 10, 1, 6
4458, plains, byg:prairie, CREATURE, betteranimalsplus:boar, 10, 1, 4
4459, plains, byg:prairie, AMBIENT, minecraft:bat, 10, 8, 8
4460, plains, byg:prairie, AMBIENT, alexsmobs:fly, 10, 2, 3
4461, plains, byg:prairie, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4462, plains, byg:prairie, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
4463, forest, byg:red_oak_forest, MONSTER, minecraft:spider, 80, 4, 4
4464, forest, byg:red_oak_forest, MONSTER, minecraft:zombie, 80, 4, 4
4465, forest, byg:red_oak_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
4466, forest, byg:red_oak_forest, MONSTER, minecraft:skeleton, 80, 4, 4
4467, forest, byg:red_oak_forest, MONSTER, minecraft:creeper, 80, 4, 4
4468, forest, byg:red_oak_forest, MONSTER, minecraft:slime, 80, 4, 4
4469, forest, byg:red_oak_forest, MONSTER, minecraft:enderman, 5, 1, 4
4470, forest, byg:red_oak_forest, MONSTER, minecraft:witch, 5, 1, 1
4471, forest, byg:red_oak_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4472, forest, byg:red_oak_forest, MONSTER, quark:stoneling, 80, 1, 1
4473, forest, byg:red_oak_forest, MONSTER, quark:toretoise, 80, 2, 4
4474, forest, byg:red_oak_forest, MONSTER, iceandfire:troll, 40, 1, 3
4475, forest, byg:red_oak_forest, CREATURE, minecraft:sheep, 12, 4, 4
4476, forest, byg:red_oak_forest, CREATURE, minecraft:pig, 10, 4, 4
4477, forest, byg:red_oak_forest, CREATURE, minecraft:chicken, 10, 4, 4
4478, forest, byg:red_oak_forest, CREATURE, minecraft:cow, 10, 4, 4
4479, forest, byg:red_oak_forest, CREATURE, minecraft:wolf, 10, 4, 4
4480, forest, byg:red_oak_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
4481, forest, byg:red_oak_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
4482, forest, byg:red_oak_forest, CREATURE, alexsmobs:crow, 10, 3, 5
4483, forest, byg:red_oak_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
4484, forest, byg:red_oak_forest, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
4485, forest, byg:red_oak_forest, CREATURE, betteranimalsplus:squirrel, 10, 1, 3
4486, forest, byg:red_oak_forest, CREATURE, betteranimalsplus:songbird, 11, 1, 4
4487, forest, byg:red_oak_forest, CREATURE, betteranimalsplus:badger, 10, 1, 2
4488, forest, byg:red_oak_forest, CREATURE, betteranimalsplus:turkey, 11, 1, 3
4489, forest, byg:red_oak_forest, CREATURE, betteranimalsplus:goose, 15, 2, 5
4490, forest, byg:red_oak_forest, CREATURE, betteranimalsplus:brownbear, 10, 1, 1
4491, forest, byg:red_oak_forest, CREATURE, betteranimalsplus:blackbear, 10, 1, 1
4492, forest, byg:red_oak_forest, CREATURE, betteranimalsplus:deer, 16, 1, 4
4493, forest, byg:red_oak_forest, CREATURE, betteranimalsplus:feralwolf, 10, 1, 6
4494, forest, byg:red_oak_forest, CREATURE, betteranimalsplus:boar, 10, 1, 4
4495, forest, byg:red_oak_forest, AMBIENT, minecraft:bat, 10, 8, 8
4496, forest, byg:red_oak_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
4497, forest, byg:red_oak_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4498, forest, byg:red_oak_forest, AMBIENT, betteranimalsplus:butterfly, 10, 1, 3
4499, forest, byg:red_oak_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
4500, desert, byg:red_rock_valley, MONSTER, minecraft:spider, 80, 4, 4
4501, desert, byg:red_rock_valley, MONSTER, minecraft:husk, 80, 4, 4
4502, desert, byg:red_rock_valley, MONSTER, minecraft:zombie_villager, 10, 1, 1
4503, desert, byg:red_rock_valley, MONSTER, minecraft:skeleton, 80, 4, 4
4504, desert, byg:red_rock_valley, MONSTER, minecraft:creeper, 80, 4, 4
4505, desert, byg:red_rock_valley, MONSTER, minecraft:slime, 80, 4, 4
4506, desert, byg:red_rock_valley, MONSTER, minecraft:enderman, 5, 1, 4
4507, desert, byg:red_rock_valley, MONSTER, minecraft:witch, 5, 1, 1
4508, desert, byg:red_rock_valley, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4509, desert, byg:red_rock_valley, MONSTER, quark:stoneling, 80, 1, 1
4510, desert, byg:red_rock_valley, MONSTER, quark:toretoise, 80, 2, 4
4511, desert, byg:red_rock_valley, CREATURE, minecraft:rabbit, 10, 2, 3
4512, desert, byg:red_rock_valley, CREATURE, alexsmobs:roadrunner, 10, 2, 2
4513, desert, byg:red_rock_valley, CREATURE, alexsmobs:sunbird, 10, 1, 1
4514, desert, byg:red_rock_valley, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
4515, desert, byg:red_rock_valley, CREATURE, alexsmobs:tarantula_hawk, 10, 1, 1
4516, desert, byg:red_rock_valley, CREATURE, quark:shiba, 40, 1, 3
4517, desert, byg:red_rock_valley, CREATURE, betteranimalsplus:lammergeier, 10, 1, 2
4518, desert, byg:red_rock_valley, CREATURE, iceandfire:hippogryph, 2, 1, 1
4519, desert, byg:red_rock_valley, AMBIENT, minecraft:bat, 10, 8, 8
4520, desert, byg:red_rock_valley, AMBIENT, alexsmobs:fly, 10, 2, 3
4521, desert, byg:red_rock_valley, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4522, desert, byg:red_rock_valley, AMBIENT, alexsmobs:jerboa, 12, 1, 3
4523, desert, byg:red_rock_valley, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
4524, plains, byg:rose_fields, MONSTER, minecraft:spider, 80, 4, 4
4525, plains, byg:rose_fields, MONSTER, minecraft:zombie, 80, 4, 4
4526, plains, byg:rose_fields, MONSTER, minecraft:zombie_villager, 10, 1, 1
4527, plains, byg:rose_fields, MONSTER, minecraft:skeleton, 80, 4, 4
4528, plains, byg:rose_fields, MONSTER, minecraft:creeper, 80, 4, 4
4529, plains, byg:rose_fields, MONSTER, minecraft:slime, 80, 4, 4
4530, plains, byg:rose_fields, MONSTER, minecraft:enderman, 5, 1, 4
4531, plains, byg:rose_fields, MONSTER, minecraft:witch, 5, 1, 1
4532, plains, byg:rose_fields, MONSTER, minecraft:slime, 80, 4, 4
4533, plains, byg:rose_fields, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4534, plains, byg:rose_fields, MONSTER, quark:stoneling, 80, 1, 1
4535, plains, byg:rose_fields, MONSTER, quark:toretoise, 80, 2, 4
4536, plains, byg:rose_fields, CREATURE, minecraft:fox, 10, 2, 4
4537, plains, byg:rose_fields, CREATURE, minecraft:sheep, 12, 4, 4
4538, plains, byg:rose_fields, CREATURE, minecraft:pig, 10, 4, 4
4539, plains, byg:rose_fields, CREATURE, minecraft:chicken, 10, 4, 4
4540, plains, byg:rose_fields, CREATURE, minecraft:cow, 10, 4, 4
4541, plains, byg:rose_fields, CREATURE, minecraft:horse, 10, 2, 6
4542, plains, byg:rose_fields, CREATURE, minecraft:donkey, 10, 1, 3
4543, plains, byg:rose_fields, CREATURE, alexsmobs:raccoon, 10, 2, 4
4544, plains, byg:rose_fields, CREATURE, alexsmobs:crow, 10, 3, 5
4545, plains, byg:rose_fields, CREATURE, alexsmobs:bison, 10, 6, 10
4546, plains, byg:rose_fields, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
4547, plains, byg:rose_fields, CREATURE, betteranimalsplus:songbird, 11, 1, 4
4548, plains, byg:rose_fields, CREATURE, betteranimalsplus:badger, 10, 1, 2
4549, plains, byg:rose_fields, CREATURE, betteranimalsplus:coyote, 10, 1, 6
4550, plains, byg:rose_fields, CREATURE, betteranimalsplus:boar, 10, 1, 4
4551, plains, byg:rose_fields, AMBIENT, minecraft:bat, 10, 8, 8
4552, plains, byg:rose_fields, AMBIENT, alexsmobs:fly, 10, 2, 3
4553, plains, byg:rose_fields, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4554, plains, byg:rose_fields, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
4555, forest, byg:autumnal_forest, MONSTER, minecraft:spider, 80, 4, 4
4556, forest, byg:autumnal_forest, MONSTER, minecraft:zombie, 80, 4, 4
4557, forest, byg:autumnal_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
4558, forest, byg:autumnal_forest, MONSTER, minecraft:skeleton, 80, 4, 4
4559, forest, byg:autumnal_forest, MONSTER, minecraft:creeper, 80, 4, 4
4560, forest, byg:autumnal_forest, MONSTER, minecraft:slime, 80, 4, 4
4561, forest, byg:autumnal_forest, MONSTER, minecraft:enderman, 5, 1, 4
4562, forest, byg:autumnal_forest, MONSTER, minecraft:witch, 5, 1, 1
4563, forest, byg:autumnal_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4564, forest, byg:autumnal_forest, MONSTER, quark:stoneling, 80, 1, 1
4565, forest, byg:autumnal_forest, MONSTER, quark:toretoise, 80, 2, 4
4566, forest, byg:autumnal_forest, MONSTER, iceandfire:troll, 40, 1, 3
4567, forest, byg:autumnal_forest, CREATURE, minecraft:sheep, 12, 4, 4
4568, forest, byg:autumnal_forest, CREATURE, minecraft:pig, 10, 4, 4
4569, forest, byg:autumnal_forest, CREATURE, minecraft:chicken, 10, 4, 4
4570, forest, byg:autumnal_forest, CREATURE, minecraft:cow, 10, 4, 4
4571, forest, byg:autumnal_forest, CREATURE, minecraft:wolf, 10, 4, 4
4572, forest, byg:autumnal_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
4573, forest, byg:autumnal_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
4574, forest, byg:autumnal_forest, CREATURE, alexsmobs:crow, 10, 3, 5
4575, forest, byg:autumnal_forest, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
4576, forest, byg:autumnal_forest, CREATURE, betteranimalsplus:squirrel, 10, 1, 3
4577, forest, byg:autumnal_forest, CREATURE, betteranimalsplus:songbird, 11, 1, 4
4578, forest, byg:autumnal_forest, CREATURE, betteranimalsplus:badger, 10, 1, 2
4579, forest, byg:autumnal_forest, CREATURE, betteranimalsplus:turkey, 11, 1, 3
4580, forest, byg:autumnal_forest, CREATURE, betteranimalsplus:brownbear, 10, 1, 1
4581, forest, byg:autumnal_forest, CREATURE, betteranimalsplus:blackbear, 10, 1, 1
4582, forest, byg:autumnal_forest, CREATURE, betteranimalsplus:deer, 16, 1, 4
4583, forest, byg:autumnal_forest, CREATURE, betteranimalsplus:feralwolf, 10, 1, 6
4584, forest, byg:autumnal_forest, CREATURE, betteranimalsplus:boar, 10, 1, 4
4585, forest, byg:autumnal_forest, AMBIENT, minecraft:bat, 10, 8, 8
4586, forest, byg:autumnal_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
4587, forest, byg:autumnal_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4588, forest, byg:autumnal_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
4589, taiga, byg:autumnal_taiga, MONSTER, minecraft:spider, 80, 4, 4
4590, taiga, byg:autumnal_taiga, MONSTER, minecraft:zombie, 80, 4, 4
4591, taiga, byg:autumnal_taiga, MONSTER, minecraft:zombie_villager, 10, 1, 1
4592, taiga, byg:autumnal_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
4593, taiga, byg:autumnal_taiga, MONSTER, minecraft:creeper, 80, 4, 4
4594, taiga, byg:autumnal_taiga, MONSTER, minecraft:slime, 80, 4, 4
4595, taiga, byg:autumnal_taiga, MONSTER, minecraft:enderman, 5, 1, 4
4596, taiga, byg:autumnal_taiga, MONSTER, minecraft:witch, 5, 1, 1
4597, taiga, byg:autumnal_taiga, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4598, taiga, byg:autumnal_taiga, MONSTER, quark:stoneling, 80, 1, 1
4599, taiga, byg:autumnal_taiga, MONSTER, quark:toretoise, 80, 2, 4
4600, taiga, byg:autumnal_taiga, CREATURE, minecraft:sheep, 12, 4, 4
4601, taiga, byg:autumnal_taiga, CREATURE, minecraft:pig, 10, 4, 4
4602, taiga, byg:autumnal_taiga, CREATURE, minecraft:chicken, 10, 4, 4
4603, taiga, byg:autumnal_taiga, CREATURE, minecraft:cow, 10, 4, 4
4604, taiga, byg:autumnal_taiga, CREATURE, minecraft:wolf, 10, 4, 4
4605, taiga, byg:autumnal_taiga, CREATURE, minecraft:rabbit, 10, 2, 3
4606, taiga, byg:autumnal_taiga, CREATURE, minecraft:fox, 10, 2, 4
4607, taiga, byg:autumnal_taiga, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
4608, taiga, byg:autumnal_taiga, CREATURE, alexsmobs:raccoon, 10, 2, 4
4609, taiga, byg:autumnal_taiga, CREATURE, alexsmobs:crow, 10, 3, 5
4610, taiga, byg:autumnal_taiga, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
4611, taiga, byg:autumnal_taiga, CREATURE, betteranimalsplus:squirrel, 10, 1, 3
4612, taiga, byg:autumnal_taiga, CREATURE, betteranimalsplus:songbird, 11, 1, 4
4613, taiga, byg:autumnal_taiga, CREATURE, betteranimalsplus:badger, 10, 1, 2
4614, taiga, byg:autumnal_taiga, CREATURE, betteranimalsplus:turkey, 11, 1, 3
4615, taiga, byg:autumnal_taiga, CREATURE, betteranimalsplus:brownbear, 10, 1, 1
4616, taiga, byg:autumnal_taiga, CREATURE, betteranimalsplus:blackbear, 10, 1, 1
4617, taiga, byg:autumnal_taiga, CREATURE, betteranimalsplus:deer, 16, 1, 4
4618, taiga, byg:autumnal_taiga, CREATURE, betteranimalsplus:feralwolf, 10, 1, 6
4619, taiga, byg:autumnal_taiga, CREATURE, betteranimalsplus:boar, 10, 1, 4
4620, taiga, byg:autumnal_taiga, AMBIENT, minecraft:bat, 10, 8, 8
4621, taiga, byg:autumnal_taiga, AMBIENT, alexsmobs:fly, 10, 2, 3
4622, taiga, byg:autumnal_taiga, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4623, taiga, byg:autumnal_taiga, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
4624, icy, byg:shattered_glacier, MONSTER, minecraft:spider, 80, 4, 4
4625, icy, byg:shattered_glacier, MONSTER, minecraft:zombie, 80, 4, 4
4626, icy, byg:shattered_glacier, MONSTER, minecraft:zombie_villager, 10, 1, 1
4627, icy, byg:shattered_glacier, MONSTER, minecraft:creeper, 80, 4, 4
4628, icy, byg:shattered_glacier, MONSTER, minecraft:slime, 80, 4, 4
4629, icy, byg:shattered_glacier, MONSTER, minecraft:enderman, 5, 1, 4
4630, icy, byg:shattered_glacier, MONSTER, minecraft:witch, 5, 1, 1
4631, icy, byg:shattered_glacier, MONSTER, minecraft:skeleton, 20, 4, 4
4632, icy, byg:shattered_glacier, MONSTER, minecraft:stray, 80, 4, 4
4633, icy, byg:shattered_glacier, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4634, icy, byg:shattered_glacier, MONSTER, quark:stoneling, 80, 1, 1
4635, icy, byg:shattered_glacier, MONSTER, quark:toretoise, 80, 2, 4
4636, icy, byg:shattered_glacier, CREATURE, minecraft:rabbit, 10, 2, 3
4637, icy, byg:shattered_glacier, CREATURE, minecraft:polar_bear, 10, 1, 2
4638, icy, byg:shattered_glacier, CREATURE, minecraft:pig, 10, 1, 2
4639, icy, byg:shattered_glacier, CREATURE, alexsmobs:tusklin, 18, 3, 5
4640, icy, byg:shattered_glacier, CREATURE, betteranimalsplus:reindeer, 10, 1, 4
4641, icy, byg:shattered_glacier, AMBIENT, minecraft:bat, 10, 8, 8
4642, icy, byg:shattered_glacier, AMBIENT, alexsmobs:fly, 10, 2, 3
4643, icy, byg:shattered_glacier, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4644, icy, byg:shattered_glacier, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
4645, desert, byg:firecracker_shrubland, MONSTER, minecraft:spider, 80, 4, 4
4646, desert, byg:firecracker_shrubland, MONSTER, minecraft:zombie, 80, 4, 4
4647, desert, byg:firecracker_shrubland, MONSTER, minecraft:zombie_villager, 10, 1, 1
4648, desert, byg:firecracker_shrubland, MONSTER, minecraft:skeleton, 80, 4, 4
4649, desert, byg:firecracker_shrubland, MONSTER, minecraft:creeper, 80, 4, 4
4650, desert, byg:firecracker_shrubland, MONSTER, minecraft:slime, 80, 4, 4
4651, desert, byg:firecracker_shrubland, MONSTER, minecraft:enderman, 5, 1, 4
4652, desert, byg:firecracker_shrubland, MONSTER, minecraft:witch, 5, 1, 1
4653, desert, byg:firecracker_shrubland, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4654, desert, byg:firecracker_shrubland, MONSTER, quark:stoneling, 80, 1, 1
4655, desert, byg:firecracker_shrubland, MONSTER, quark:toretoise, 80, 2, 4
4656, desert, byg:firecracker_shrubland, CREATURE, minecraft:sheep, 12, 4, 4
4657, desert, byg:firecracker_shrubland, CREATURE, minecraft:pig, 10, 4, 4
4658, desert, byg:firecracker_shrubland, CREATURE, minecraft:chicken, 10, 4, 4
4659, desert, byg:firecracker_shrubland, CREATURE, minecraft:cow, 10, 4, 4
4660, desert, byg:firecracker_shrubland, CREATURE, minecraft:horse, 10, 2, 6
4661, desert, byg:firecracker_shrubland, CREATURE, minecraft:donkey, 10, 1, 3
4662, desert, byg:firecracker_shrubland, CREATURE, alexsmobs:roadrunner, 10, 2, 2
4663, desert, byg:firecracker_shrubland, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
4664, desert, byg:firecracker_shrubland, CREATURE, alexsmobs:raccoon, 10, 2, 4
4665, desert, byg:firecracker_shrubland, CREATURE, alexsmobs:crow, 10, 3, 5
4666, desert, byg:firecracker_shrubland, CREATURE, alexsmobs:tarantula_hawk, 10, 1, 1
4667, desert, byg:firecracker_shrubland, CREATURE, alexsmobs:bison, 10, 6, 10
4668, desert, byg:firecracker_shrubland, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
4669, desert, byg:firecracker_shrubland, CREATURE, betteranimalsplus:songbird, 11, 1, 4
4670, desert, byg:firecracker_shrubland, CREATURE, betteranimalsplus:badger, 10, 1, 2
4671, desert, byg:firecracker_shrubland, CREATURE, betteranimalsplus:coyote, 10, 1, 6
4672, desert, byg:firecracker_shrubland, CREATURE, betteranimalsplus:boar, 10, 1, 4
4673, desert, byg:firecracker_shrubland, CREATURE, iceandfire:cockatrice, 4, 1, 2
4674, desert, byg:firecracker_shrubland, AMBIENT, minecraft:bat, 10, 8, 8
4675, desert, byg:firecracker_shrubland, AMBIENT, alexsmobs:fly, 10, 2, 3
4676, desert, byg:firecracker_shrubland, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4677, desert, byg:firecracker_shrubland, AMBIENT, alexsmobs:jerboa, 12, 1, 3
4678, desert, byg:firecracker_shrubland, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
4679, plains, byg:sierra_badlands, MONSTER, minecraft:spider, 80, 4, 4
4680, plains, byg:sierra_badlands, MONSTER, minecraft:husk, 80, 4, 4
4681, plains, byg:sierra_badlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
4682, plains, byg:sierra_badlands, MONSTER, minecraft:skeleton, 80, 4, 4
4683, plains, byg:sierra_badlands, MONSTER, minecraft:creeper, 80, 4, 4
4684, plains, byg:sierra_badlands, MONSTER, minecraft:slime, 80, 4, 4
4685, plains, byg:sierra_badlands, MONSTER, minecraft:enderman, 5, 1, 4
4686, plains, byg:sierra_badlands, MONSTER, minecraft:witch, 5, 1, 1
4687, plains, byg:sierra_badlands, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4688, plains, byg:sierra_badlands, MONSTER, quark:stoneling, 80, 1, 1
4689, plains, byg:sierra_badlands, MONSTER, quark:toretoise, 80, 2, 4
4690, plains, byg:sierra_badlands, CREATURE, minecraft:rabbit, 10, 2, 3
4691, plains, byg:sierra_badlands, CREATURE, alexsmobs:raccoon, 10, 2, 4
4692, plains, byg:sierra_badlands, CREATURE, alexsmobs:crow, 10, 3, 5
4693, plains, byg:sierra_badlands, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
4694, plains, byg:sierra_badlands, CREATURE, betteranimalsplus:songbird, 11, 1, 4
4695, plains, byg:sierra_badlands, CREATURE, betteranimalsplus:badger, 10, 1, 2
4696, plains, byg:sierra_badlands, CREATURE, betteranimalsplus:coyote, 10, 1, 6
4697, plains, byg:sierra_badlands, CREATURE, betteranimalsplus:boar, 10, 1, 4
4698, plains, byg:sierra_badlands, CREATURE, iceandfire:hippogryph, 2, 1, 1
4699, plains, byg:sierra_badlands, AMBIENT, minecraft:bat, 10, 8, 8
4700, plains, byg:sierra_badlands, AMBIENT, alexsmobs:fly, 10, 2, 3
4701, plains, byg:sierra_badlands, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4702, plains, byg:sierra_badlands, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
4703, extreme_hills, byg:skyris_vale, MONSTER, minecraft:spider, 80, 4, 4
4704, extreme_hills, byg:skyris_vale, MONSTER, minecraft:skeleton, 80, 4, 4
4705, extreme_hills, byg:skyris_vale, MONSTER, minecraft:slime, 80, 4, 4
4706, extreme_hills, byg:skyris_vale, MONSTER, minecraft:enderman, 5, 1, 4
4707, extreme_hills, byg:skyris_vale, MONSTER, minecraft:witch, 5, 1, 1
4708, extreme_hills, byg:skyris_vale, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4709, extreme_hills, byg:skyris_vale, MONSTER, quark:stoneling, 80, 1, 1
4710, extreme_hills, byg:skyris_vale, MONSTER, quark:toretoise, 80, 2, 4
4711, extreme_hills, byg:skyris_vale, MONSTER, iceandfire:troll, 40, 1, 3
4712, extreme_hills, byg:skyris_vale, CREATURE, minecraft:sheep, 12, 4, 4
4713, extreme_hills, byg:skyris_vale, CREATURE, minecraft:pig, 10, 4, 4
4714, extreme_hills, byg:skyris_vale, CREATURE, minecraft:chicken, 10, 4, 4
4715, extreme_hills, byg:skyris_vale, CREATURE, minecraft:cow, 10, 4, 4
4716, extreme_hills, byg:skyris_vale, CREATURE, minecraft:rabbit, 10, 2, 3
4717, extreme_hills, byg:skyris_vale, CREATURE, minecraft:fox, 10, 2, 4
4718, extreme_hills, byg:skyris_vale, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
4719, extreme_hills, byg:skyris_vale, CREATURE, alexsmobs:raccoon, 10, 2, 4
4720, extreme_hills, byg:skyris_vale, CREATURE, alexsmobs:crow, 10, 3, 5
4721, extreme_hills, byg:skyris_vale, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
4722, extreme_hills, byg:skyris_vale, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
4723, extreme_hills, byg:skyris_vale, CREATURE, betteranimalsplus:squirrel, 10, 1, 3
4724, extreme_hills, byg:skyris_vale, CREATURE, betteranimalsplus:songbird, 11, 1, 4
4725, extreme_hills, byg:skyris_vale, CREATURE, betteranimalsplus:badger, 10, 1, 2
4726, extreme_hills, byg:skyris_vale, CREATURE, betteranimalsplus:turkey, 11, 1, 3
4727, extreme_hills, byg:skyris_vale, CREATURE, betteranimalsplus:goose, 15, 2, 5
